date,indicator,value		
2023-01,IPCA,0.53		
2023-02,IPCA,0.84		
2023-03,IPCA,0.71		
2023-01,SELIC,13.75		
2023-02,SELIC,13.75		
2023-03,SELIC,13.75		
2023-01,UNEMPLOYMENT,8.3		
2023-02,UNEMPLOYMENT,8.2		
2023-03,UNEMPLOYMENT,8.1		
		
		
		
		
		
